timestamp,mean
1479753188.3099856,0.33312789351851851
1479753218.329957,0.33395507812500003
1479753248.3299284,0.33331018518518518
1479753278.3298998,0.33321759259259259
1479753308.3298712,0.33326388888888892
1479753338.3298426,0.33328703703703705
1479753368.329814,0.33188331886574074
1479753398.3297853,0.33286313657407407
1479753428.3297567,0.33257902922453708
1479753458.3297281,0.33228624131944445
1479753488.3296995,0.33316044560185187
1479753518.3296709,0.33333333333333331
1479753489.0799856,0.3364722583912037
1479753518.9999571,0.33435962818287035
1479753548.9999285,0.33358832465277777
1479753578.9998999,0.34709816261574078
1479753608.9998713,0.33737069589120372
1479753638.9998426,0.3382888454861111
1479753668.999814,0.3333619068287037
1479753698.9997854,0.33341905381944442
1479753728.9997568,0.33366247106481484
1479753758.9997282,103.82780327690972
1479753788.9996996,113.79442979600694
1479753818.999671,114.55750036168982
1479753789.8299856,115.54863733362268
1479753819.6299572,81.918435872395833
1479753849.6299286,104.05461389612267
1479753879.6299,97.329237196180557
1479753909.6298714,107.604716796875
1479753939.6298428,116.18960756655093
1479753969.6298141,108.87114637586805
1479753999.6297855,74.252552264178235
1479754029.6297569,105.07948911313657
1479754059.6297283,95.990951425057872
1479754089.6296997,97.972929506655092
1479754107.0696831,104.6784742115162
1479754102.9199739,115.29062970196759
1479754132.9199452,116.07945384837963
1479754162.9199166,118.28222601996528
1479754192.919888,120.57246021412038
1479754222.9198594,122.27771954571759
1479754252.9198308,123.26128743489583
1479754282.9198022,124.57690899884258
1479754312.9197736,125.38717646846064
1479754342.919745,123.35202347366898
1479754372.9197164,124.87737051504629
1479754402.9196877,124.14205602575231
1479754390.7899857,121.13573097511573
1479754417.66996,125.57597384982638
1479754447.6699314,125.94604853877314
1479754477.6699028,120.88952709056713
1479754507.6698742,121.55544867621528
1479754537.6698456,118.90036928530093
1479754567.669817,120.99764811197917
1479754597.6697884,121.0692845775463
1479754627.6697598,123.63848325376158
1479754657.6697311,119.73780617042824
1479754687.6697025,123.79953179253472
1479754717.6696739,123.31640209056712
1479754691.2999856,122.01213794849536
1479754718.4599597,123.3129931640625
1479754748.4599311,123.44004286024305
1479754778.4599025,122.06615867332175
1479754808.4598739,121.87171929253472
1479754838.4598453,121.85617639612269
1479754868.4598167,123.80335304542825
1479754898.4597881,122.97372757523149
1479754928.4597595,122.85205530237269
1479754958.4597309,121.08296386718749
1479754988.4597023,121.4972679759838
1479755018.4596736,121.86233579282407
1479754991.8199856,120.46144495081018
1479755018.8999598,119.50508698640046
1479755048.8999312,116.90450774016205
1479755078.8999026,113.43936812789352
1479755108.899874,113.44544831452546
1479755138.8998454,109.67193630642362
1479755168.8998168,108.77524395978008
1479755198.8997881,106.26322193287038
1479755228.8997595,106.16042878327546
1479755258.8997309,103.99787362557871
1479755288.8997023,103.69112304687499
1479755318.8996737,103.6069827835648
1479755292.3299856,104.21635344328703
1479755319.3299599,100.38701696325231
1479755349.3299313,102.46781430844908
1479755379.3299026,102.0057571976273
1479755409.329874,100.3846871383102
1479755439.3298454,103.98610568576389
1479755469.3298168,105.24579788773148
1479755499.3297882,108.34359971788194
1479755529.3297596,104.24428909866899
1479755559.329731,105.22668728298612
1479755589.3297024,109.43826208043981
1479755619.3296738,110.66124131944444
1479755592.8499856,108.19921820746526
1479755619.7699599,105.58154079861112
1479755649.7699313,108.70383101851851
1479755679.7699027,105.27119212962964
1479755709.7698741,107.81161313657407
1479755739.7698455,106.72664351851851
1479755769.7698169,103.56019929108797
1479755799.7697883,106.68662037037038
1479755829.7697597,102.37493598090278
1479755859.769731,103.99196325231482
1479755889.7697024,104.27442997685185
1479755919.7696738,101.99377712673612
1479755893.3599858,107.86701298466436
1479755920.1999602,104.67072645399305
1479755950.1999316,113.13097837094908
1479755980.199903,113.55047960069444
1479756010.1998744,116.01559425636574
1479756040.1998458,112.28739836516203
1479756070.1998172,109.59223994502315
1479756100.1997886,110.96610297309027
1479756130.19976,109.80233543113425
1479756160.1997313,115.01429922598379
1479756190.1997027,113.69931188512732
1479756220.1996741,103.94031358506945
1479756193.8699858,109.22657823350696
1479756220.6299603,106.62321144386574
1479756250.6299317,103.02555609809028
1479756280.6299031,100.2567381004051
1479756310.6298745,107.90290708188658
1479756340.6298459,106.12779351128472
1479756370.6298172,99.722276114004629
1479756400.6297886,106.31455168547453
1479756430.62976,92.484216760706019
